prediction;test_price
65.61;85.0
65.75;84.13
65.61;84.19
65.06;85.72
64.95;86.73
65.61;86.99
66.44;87.55
66.48;87.73
67.11;88.45
67.37;88.11
67.08;88.23
67.03;88.73
67.13;88.77
67.23;87.95
67.1;86.71
66.75;87.93
66.33;87.68
66.84;87.12
66.88;86.42
66.97;87.58
66.4;88.75
66.26;89.02
66.79;90.28
67.04;90.75
67.68;90.49
68.2;91.07
68.07;91.52
68.32;90.76
68.39;90.27
68.44;89.85
68.22;88.53
67.68;88.06
66.97;88.96
66.79;89.88
67.07;90.33
67.72;90.53
68.25;91.23
68.43;90.31
68.73;90.42
68.56;91.22
68.59;90.8
69.18;90.25
69.12;91.19
69.19;90.78
69.57;91.02
69.66;90.06
69.74;88.81
69.39;89.34
68.71;87.17
68.31;88.1
67.18;90.18
67.44;97.06
68.07;98.37
71.16;97.77
72.57;97.49
73.03;97.68
72.71;97.63
72.64;99.27
72.48;99.83
72.8;99.78
73.07;99.54
73.21;99.56
72.78;100.2
72.53;100.62
72.98;100.31
73.3;101.17
73.25;100.21
73.61;99.75
73.36;101.48
72.84;101.92
73.73;101.17
74.16;100.66
74.19;99.5
74.02;100.88
73.47;98.8
73.64;98.61
73.18;102.71
73.14;102.01
74.39;102.9
74.51;102.51
74.8;103.47
74.53;102.9
74.49;103.92
74.18;103.71
74.32;102.65
74.04;100.63
74.0;100.86
73.21;101.09
73.05;101.7
73.36;100.52
73.62;101.05
73.51;101.59
73.58;101.23
73.87;101.04
73.92;101.93
73.89;102.32
73.83;102.5
74.25;102.08
74.38;102.22
74.59;102.53
74.88;103.6
74.83;102.25
75.16;103.71
74.65;103.2
74.9;103.45
74.57;104.46
74.41;104.97
74.85;105.57
74.96;105.34
75.09;105.24
75.33;104.19
75.21;105.92
74.98;106.41
75.33;106.2
75.63;105.15
76.03;104.71
75.44;105.53
74.73;104.08
74.94;104.69
74.13;104.64
74.21;105.35
74.03;105.71
74.37;105.74
74.64;105.96
74.74;105.61
74.77;105.79
74.56;105.67
74.23;104.88
74.21;105.77
73.78;105.93
74.04;105.77
74.19;106.34
74.34;106.14
74.41;106.54
74.27;105.71
74.35;105.71
74.17;104.74
74.2;104.0
73.88;105.42
73.77;106.01
74.4;105.37
74.82;105.59
75.12;106.44
75.01;106.85
74.89;108.51
75.25;107.93
75.98;108.8
76.37;109.65
76.61;109.03
77.24;109.68
77.04;110.2
77.13;108.34
77.46;109.39
76.9;110.98
76.78;110.82
77.34;111.53
77.0;112.88
77.13;111.04
77.63;111.43
77.2;112.24
76.84;113.79
76.97;113.6
77.16;114.03
77.44;114.78
77.56;114.57
77.97;115.27
78.07;115.01
78.73;115.03
78.97;114.52
78.84;114.62
78.31;113.99
78.66;114.19
78.29;115.52
78.22;115.7
78.77;115.67
78.87;116.75
79.09;117.3
79.44;106.54
79.76;104.64
76.21;105.41
74.43;107.0
73.75;104.11
74.28;103.13
73.9;103.64
74.12;103.3
74.39;105.12
74.2;103.08
74.81;102.61
74.62;96.41
74.45;95.28
72.41;91.92
71.21;92.43
69.55;95.65
69.63;98.49
71.33;98.78
73.26;98.21
73.74;95.92
73.83;98.22
72.21;98.31
72.04;97.33
71.94;100.26
71.69;98.23
72.58;98.9
71.95;100.71
72.11;100.08
72.88;99.7
72.48;100.21
72.34;100.44
71.97;99.13
71.7;99.68
70.93;98.79
71.16;97.91
70.59;96.99
70.24;96.68
70.1;94.94
70.14;95.83
69.34;98.51
69.44;98.97
70.72;99.29
71.76;100.1
72.23;100.03
72.92;99.66
72.72;100.84
72.31;101.75
72.21;102.51
71.99;102.75
71.8;101.92
72.0;104.0
71.47;104.34
71.91;105.52
72.0;105.88
72.85;106.12
73.52;109.17
73.61;109.01
74.3;109.43
73.9;109.67
74.11;110.22
74.19;110.89
74.36;109.64
74.67;110.89
74.61;111.37
75.35;109.17
75.79;108.92
75.43;111.5
75.6;112.22
76.49;113.19
76.5;112.32
76.61;112.02
76.53;110.7
76.36;111.74
75.9;111.94
76.18;113.88
76.22;114.43
76.15;115.74
76.6;115.11
77.32;113.7
77.7;114.39
76.65;110.98
76.96;109.38
75.83;111.23
74.43;109.89
74.73;107.85
74.46;110.12
73.79;109.73
74.35;108.42
74.38;107.45
73.84;107.45
73.19;104.81
72.62;106.08
71.85;108.81
71.92;110.39
72.9;108.66
73.92;104.5
73.67;103.4
72.66;103.55
71.37;102.41
71.01;102.7
70.23;104.04
69.9;103.88
70.27;103.16
71.15;101.94
71.3;99.9
71.01;97.88
70.44;97.36
69.1;96.53
69.0;96.28
68.61;96.93
69.4;98.43
70.38;95.54
71.48;96.15
71.04;91.09
71.61;91.16
69.74;89.77
68.75;91.21
67.85;94.0
68.24;92.44
70.02;93.39
69.6;91.5
70.44;90.74
69.7;92.96
68.78;92.31
69.23;90.34
68.78;92.3
67.96;92.58
68.41;91.09
68.71;89.37
68.57;89.56
68.17;86.19
68.36;87.61
66.65;88.43
66.28;90.13
66.76;92.65
67.78;92.33
68.76;92.17
68.93;93.49
68.91;92.53
69.4;92.58
69.58;92.79
69.84;92.46
69.4;92.67
69.4;94.73
68.75;94.1
69.09;95.87
69.29;95.54
69.8;96.42
69.98;94.9
69.91;94.74
69.34;94.14
69.11;95.01
68.44;95.86
68.58;95.3
68.81;95.5
68.95;96.62
69.49;96.24
69.87;95.52
70.25;94.66
69.77;93.94
68.77;94.31
68.42;95.16
68.24;95.23
68.19;95.95
68.72;96.34
68.81;96.11
69.05;95.73
68.79;94.1
68.36;94.57
67.13;93.29
66.89;93.54
66.28;93.39
66.31;94.44
66.57;96.51
67.18;95.68
68.02;95.64
67.71;98.45
68.09;99.57
68.85;100.18
69.33;99.83
69.5;100.67
69.67;101.45
69.97;101.76
70.42;102.13
70.87;100.92
70.92;100.17
70.33;101.24
69.53;100.68
70.4;100.57
70.45;101.79
70.75;102.39
71.36;102.19
71.35;103.41
71.2;99.23
71.23;98.67
70.2;97.52
69.62;97.36
69.1;96.95
69.05;96.04
69.12;95.47
68.85;96.8
68.73;96.22
69.69;96.54
69.93;96.88
70.28;96.83
70.41;97.29
70.93;96.25
71.34;95.58
71.51;95.77
71.26;95.8
71.9;95.83
71.91;95.41
72.66;95.11
72.57;94.92
73.22;94.43
73.56;94.65
73.21;95.46
72.97;95.33
72.85;95.44
73.17;96.04
73.88;96.59
74.52;95.87
74.8;95.84
74.77;96.06
75.52;92.86
75.98;91.56
74.75;93.18
73.52;94.08
73.57;94.9
73.73;95.1
74.25;94.74
74.54;95.51
74.61;96.16
74.79;97.35
74.74;97.7
75.45;97.91
75.51;97.6
75.34;97.69
74.82;97.52
73.98;97.86
72.97;97.2
73.12;95.98
72.09;95.77
71.25;95.48
70.98;95.17
70.5;94.48
69.61;94.13
69.37;93.72
68.33;93.76
68.16;93.36
67.74;92.84
67.18;93.9
67.17;92.99
67.73;93.64
67.91;93.56
68.15;94.46
68.21;95.63
68.48;95.54
68.56;94.63
68.65;94.88
68.4;94.67
68.49;94.66
68.31;94.44
67.89;94.19
67.64;93.68
67.48;93.78
67.05;93.63
67.09;93.37
67.49;93.04
67.11;92.7
66.76;92.69
66.7;92.3
66.56;92.11
66.12;92.26
65.91;91.66
66.01;91.57
65.71;91.94
65.77;90.31
66.23;91.5
65.99;90.58
66.4;90.15
65.96;90.39
65.42;90.45
65.38;90.51
65.45;90.83
65.69;90.28
66.23;91.28
66.33;91.14
66.65;89.86
66.7;89.63
66.95;90.09
66.76;89.7
67.05;90.74
66.9;90.38
67.05;90.48
67.08;90.34
67.16;90.71
67.61;90.38
67.57;90.38
67.88;89.76
67.95;89.32
67.8;89.04
67.73;89.22
68.17;88.76
68.35;89.09
68.94;89.83
69.16;89.93
69.46;90.91
70.22;91.24
70.54;90.63
70.54;91.36
70.62;91.87
70.71;91.71
71.07;90.57
71.53;90.28
71.5;89.81
71.31;91.24
70.57;90.34
70.79;92.27
70.56;92.22
71.42;92.48
71.55;92.79
71.83;95.45
71.98;95.68
72.92;95.47
73.27;96.86
73.52;97.1
73.71;96.0
73.96;95.4
73.52;95.48
73.33;96.02
73.14;96.56
73.09;96.71
73.19;97.39
73.11;96.86
73.03;96.68
72.7;96.25
72.46;97.68
72.1;98.36
72.39;99.66
72.64;101.8
73.19;103.26
73.91;102.47
74.96;102.26
75.03;102.46
74.92;102.79
74.78;102.32
74.52;103.69
73.78;103.85
74.1;103.94
73.96;103.81
73.99;103.54
73.78;103.56
73.41;102.7
73.49;102.96
73.25;102.62
